fullyQualifiedName,firstCommit,#Commits
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearUnsubscribeRequest(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getUnsubscribeRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getUnsubscribeRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStopDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStopDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.Builder),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeStopDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStopDeliveryRequest(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStopDeliveryRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStopDeliveryRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStartDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStartDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest.Builder),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeStartDeliveryRequest(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStartDeliveryRequest(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStartDeliveryRequestBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStartDeliveryRequestFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCloseSubscriptionRequest(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCloseSubscriptionRequest(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest.Builder),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeCloseSubscriptionRequest(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearCloseSubscriptionRequest(),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCloseSubscriptionRequestBuilder(),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCloseSubscriptionRequestFieldBuilder(),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMsg(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsg(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMsg(org.apache.hedwig.protocol.PubSubProtocol.Message),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMsg(org.apache.hedwig.protocol.PubSubProtocol.Message.Builder),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeMsg(org.apache.hedwig.protocol.PubSubProtocol.Message),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMsg(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasOptions(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptions(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptionsOrBuilder(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageBound(),commit fd5bb2bce8585ef49ba01d853241a4ee36d487e2 1331724543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBound(),commit fd5bb2bce8585ef49ba01d853241a4ee36d487e2 1331724543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageFilter(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageFilter(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageWindowSize(),commit c4519d96d592967aaad1d056db3d31cbe56de865 1349862329 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageWindowSize(),commit c4519d96d592967aaad1d056db3d31cbe56de865 1349862329 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageFilterBytes(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,4
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setOptions(org.apache.hedwig.protocol.PubSubProtocol.Map),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setOptions(org.apache.hedwig.protocol.PubSubProtocol.Map.Builder),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeOptions(org.apache.hedwig.protocol.PubSubProtocol.Map),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearOptions(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptionsBuilder(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getOptionsFieldBuilder(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageBound(int),commit fd5bb2bce8585ef49ba01d853241a4ee36d487e2 1331724543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageBound(),commit fd5bb2bce8585ef49ba01d853241a4ee36d487e2 1331724543 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageFilter(String),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageFilter(),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageFilter(com.google.protobuf.ByteString),commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageWindowSize(int),commit c4519d96d592967aaad1d056db3d31cbe56de865 1349862329 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageWindowSize(),commit c4519d96d592967aaad1d056db3d31cbe56de865 1349862329 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscriberId(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriberId(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCreateOrAttach(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,3
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCreateOrAttach(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSynchronous(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSynchronous(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasPreferences(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferences(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferencesOrBuilder(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasForceAttach(),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getForceAttach(),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,4
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscriberId(com.google.protobuf.ByteString),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSubscriberId(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCreateOrAttach(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.CreateOrAttach),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,3
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearCreateOrAttach(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,3
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSynchronous(boolean),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSynchronous(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPreferences(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setPreferences(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences.Builder),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergePreferences(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionPreferences),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearPreferences(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferencesBuilder(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getPreferencesFieldBuilder(),commit 14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8 1345217543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setForceAttach(boolean),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearForceAttach(),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasEnableResubscribe(),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEnableResubscribe(),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionOptions),commit fd5bb2bce8585ef49ba01d853241a4ee36d487e2 1331724543 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionOptions),commit fd5bb2bce8585ef49ba01d853241a4ee36d487e2 1331724543 -----sp,6
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setEnableResubscribe(boolean),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearEnableResubscribe(),commit 820ce5949c6a32ddca32ce7b408a57e27f5086bb 1347639377 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.CloseSubscriptionRequest),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasEvent(),commit f633075dd0b0cae6c50db0f7284798089a9cf83b 1351872899 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEvent(),commit f633075dd0b0cae6c50db0f7284798089a9cf83b 1351872899 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse),commit f633075dd0b0cae6c50db0f7284798089a9cf83b 1351872899 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse),commit f633075dd0b0cae6c50db0f7284798089a9cf83b 1351872899 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setEvent(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEvent),commit f633075dd0b0cae6c50db0f7284798089a9cf83b 1351872899 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearEvent(),commit f633075dd0b0cae6c50db0f7284798089a9cf83b 1351872899 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStatusCode(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStatusCode(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStatusMsg(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStatusMsg(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessage(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessage(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageOrBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasResponseBody(),commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getResponseBody(),commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getResponseBodyOrBuilder(),commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStatusMsgBytes(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStatusCode(org.apache.hedwig.protocol.PubSubProtocol.StatusCode),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStatusCode(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStatusMsg(String),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStatusMsg(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStatusMsg(com.google.protobuf.ByteString),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessage(org.apache.hedwig.protocol.PubSubProtocol.Message),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessage(org.apache.hedwig.protocol.PubSubProtocol.Message.Builder),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeMessage(org.apache.hedwig.protocol.PubSubProtocol.Message),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessage(),commit da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8 1314639256 -----sp,2
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageFieldBuilder(),commit 744edf07394472d3146e57831592a69d5a86616c 1340804111 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setResponseBody(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody),commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setResponseBody(org.apache.hedwig.protocol.PubSubProtocol.ResponseBody.Builder),commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
